5227.29290;N;01657.35912;E;9;-52;76
5227.29290;N;01657.35912;E;-1;-17;-30
5227.29290;N;01657.35912;E;-1;-17;-30
5227.29290;N;01657.35912;E;-2;7;-48
5227.29290;N;01657.35912;E;2;-51;55
5227.29290;N;01657.35912;E;2;-51;55
5227.29290;N;01657.35912;E;-20;-17;-13
5227.29290;N;01657.35912;E;-37;-98;-31
5227.29290;N;01657.35912;E;-37;-98;-31
5227.29290;N;01657.35912;E;-18;-42;35
5227.29290;N;01657.35912;E;-13;25;25
5227.29290;N;01657.35912;E;-13;25;25
5227.29290;N;01657.35912;E;-19;49;-40
5227.29290;N;01657.35912;E;-5;98;0
5227.29290;N;01657.35912;E;-5;98;0
5227.29290;N;01657.35912;E;1;56;31
5227.29290;N;01657.35912;E;8;26;-31
5227.29290;N;01657.35912;E;8;26;-31
5227.29290;N;01657.35912;E;10;18;-19
5227.29290;N;01657.35912;E;26;17;33
5227.29290;N;01657.35912;E;26;17;33
5227.29290;N;01657.35912;E;4;79;-11
5227.29290;N;01657.35912;E;25;44;-33
5227.29290;N;01657.35912;E;25;44;-33
5227.29290;N;01657.35912;E;20;49;34
5227.29290;N;01657.35912;E;-4;-18;-10
5227.29290;N;01657.35912;E;-4;-18;-10
5227.29290;N;01657.35912;E;-12;-167;5
5227.29290;N;01657.35912;E;-2;-51;7
5227.29290;N;01657.35912;E;-2;-51;7
5227.29290;N;01657.35912;E;-9;-23;-18
5227.29290;N;01657.35912;E;-2;-35;11
5227.29290;N;01657.35912;E;-2;-35;11
5227.29290;N;01657.35912;E;19;-32;13
5227.29290;N;01657.35912;E;12;-34;-11
5227.29290;N;01657.35912;E;12;-34;-11
5227.29290;N;01657.35912;E;-18;-39;-26
5227.29290;N;01657.35912;E;-28;-62;-34
5227.29290;N;01657.35912;E;36;-62;-34
5227.29290;N;01657.35912;E;15;199;185
5227.29290;N;01657.35912;E;41;154;-166
5227.29290;N;01657.35912;E;-23;154;-166
5227.29290;N;01657.35912;E;-25;-97;-45
5227.29290;N;01657.35912;E;-25;29;134
5227.29290;N;01657.35912;E;46;29;134
5227.29290;N;01657.35912;E;-65;-36;-63
5227.29290;N;01657.35912;E;-65;67;4
5227.29290;N;01657.35912;E;42;67;4
5227.29290;N;01657.35912;E;7;118;-1
5227.29290;N;01657.35912;E;7;72;-18
5227.29290;N;01657.35912;E;16;72;-18
5227.29290;N;01657.35912;E;9;-171;-27
5227.29290;N;01657.35912;E;9;-149;184
5227.29290;N;01657.35912;E;-19;-85;184
5227.29290;N;01657.35912;E;13;-122;-151
5227.29290;N;01657.35912;E;13;-122;-95
5227.29290;N;01657.35912;E;-80;-198;-95
5227.29290;N;01657.35912;E;81;390;178
5227.29290;N;01657.35912;E;81;390;-58
5227.29290;N;01657.35912;E;-65;28;-58
5227.29290;N;01657.35912;E;21;-160;-28
5227.29290;N;01657.35912;E;21;-160;-35
5227.29290;N;01657.35912;E;-17;-100;29
5227.29290;N;01657.35912;E;18;-102;-7
5227.29290;N;01657.35912;E;18;-102;-11
5227.29290;N;01657.35912;E;10;81;-11
5227.29290;N;01657.35912;E;0;96;16
5227.29290;N;01657.35912;E;0;96;16
5227.29290;N;01657.35912;E;-3;100;-81
5227.29290;N;01657.35912;E;21;170;118
5227.29290;N;01657.35912;E;21;170;118
5227.29290;N;01657.35912;E;44;-104;18
5227.29290;N;01657.35912;E;-78;-136;-168
5227.29290;N;01657.35912;E;-78;-136;-168
5227.29290;N;01657.35912;E;69;116;117
5227.29290;N;01657.35912;E;-57;-46;33
5227.29290;N;01657.35912;E;-57;-46;33
5227.29290;N;01657.35912;E;24;42;-80
5227.29290;N;01657.35912;E;-33;7;7
5227.29290;N;01657.35912;E;-33;7;7
5227.29290;N;01657.35912;E;2;-72;71
5227.29290;N;01657.35912;E;-16;-24;-48
5227.29290;N;01657.35912;E;-16;-24;-48
5227.29290;N;01657.35912;E;-1;20;-25
5227.29290;N;01657.35912;E;-13;-52;62
5227.29290;N;01657.35912;E;-13;-52;62
5227.29268;N;01657.35139;E;-31;38;-46
5227.29268;N;01657.35139;E;-10;40;-23
5227.29268;N;01657.35139;E;-10;40;-23
5227.29268;N;01657.35139;E;-23;100;43
5227.29268;N;01657.35139;E;-15;-1;-28
5227.29268;N;01657.35139;E;-15;-1;-28
5227.29268;N;01657.35139;E;-18;43;13
5227.29268;N;01657.35139;E;10;-29;10
5227.29268;N;01657.35139;E;10;-29;10
5227.29268;N;01657.35139;E;-26;-89;-15
5227.29268;N;01657.35139;E;23;-27;42
5227.29268;N;01657.35139;E;23;-27;42
5227.29268;N;01657.35139;E;39;-25;-35
5227.29268;N;01657.35139;E;26;40;-22
5227.29268;N;01657.35139;E;26;40;-22
5227.29268;N;01657.35139;E;19;-2;25
5227.29268;N;01657.35139;E;15;33;-1
5227.29268;N;01657.35139;E;15;33;-1
5227.29268;N;01657.35139;E;20;28;-24
5227.29268;N;01657.35139;E;-3;-26;8
5227.29268;N;01657.35139;E;-3;-26;8
5227.29268;N;01657.35139;E;-25;-112;-17
5227.29268;N;01657.35139;E;-1;266;21
5227.29268;N;01657.35139;E;-1;266;21
5227.29268;N;01657.35139;E;27;-319;-20
5227.29268;N;01657.35139;E;-20;247;40
5227.29268;N;01657.35139;E;-20;247;40
5227.29268;N;01657.35139;E;6;-121;-3
5227.29268;N;01657.35139;E;-26;52;-32
5227.29268;N;01657.35139;E;-26;52;-32
5227.29268;N;01657.35139;E;-3;-94;9
5227.29268;N;01657.35139;E;-11;-104;34
5227.29268;N;01657.35139;E;-11;-104;34
5227.29268;N;01657.35139;E;18;43;-35
5227.29268;N;01657.35139;E;4;-51;-4
5227.29268;N;01657.35139;E;4;-51;-4
5227.29268;N;01657.35139;E;19;-27;19
5227.29268;N;01657.35139;E;23;15;-5
5227.29268;N;01657.35139;E;23;15;-5
5227.29268;N;01657.35139;E;27;10;5
5227.29268;N;01657.35139;E;52;-37;-21
5227.29268;N;01657.35139;E;-12;-37;-21
5227.29268;N;01657.35139;E;-8;60;15
5227.29268;N;01657.35139;E;-8;105;-14
5227.29268;N;01657.35139;E;-9;105;-14
5227.29268;N;01657.35139;E;-19;40;8
5227.29268;N;01657.35139;E;-19;18;6
5227.29268;N;01657.35139;E;-9;18;6
5227.29268;N;01657.35139;E;-25;10;-11
5227.29268;N;01657.35139;E;-25;11;2
5227.29268;N;01657.35139;E;-17;-53;2
5227.29268;N;01657.35139;E;-10;4;13
5227.29268;N;01657.35139;E;-10;22;-6
5227.29268;N;01657.35139;E;0;22;-6
5227.29268;N;01657.35139;E;8;9;5
5227.29268;N;01657.35139;E;8;9;-9
5227.29268;N;01657.35139;E;-1;13;-9
5227.29268;N;01657.35139;E;-5;-9;-16
5227.29268;N;01657.35139;E;-5;-9;-11
5227.29268;N;01657.35139;E;2;52;-11
5227.29268;N;01657.35139;E;-4;9;22
5227.29268;N;01657.35139;E;-4;9;1
5227.29268;N;01657.35139;E;-14;-57;1
5227.29268;N;01657.35139;E;-7;-73;-5
5227.29268;N;01657.35139;E;-7;-73;-63
5227.29268;N;01657.35139;E;11;56;1
5227.29268;N;01657.35139;E;96;-29;5
5227.29268;N;01657.35139;E;96;-29;7
5227.29268;N;01657.35139;E;-68;-211;7
5227.29268;N;01657.35139;E;8;242;-25
5227.29268;N;01657.35139;E;8;242;-25
5227.29268;N;01657.35139;E;36;-215;56
5227.29268;N;01657.35139;E;8;78;-78
5227.29268;N;01657.35139;E;8;78;-78
5227.29268;N;01657.35139;E;54;-20;43
5227.29340;N;01657.34984;E;-23;166;45
5227.29340;N;01657.34984;E;-23;166;45
5227.29340;N;01657.34984;E;-37;114;-96
5227.29340;N;01657.34984;E;-23;-153;69
5227.29340;N;01657.34984;E;-23;-153;69
5227.29340;N;01657.34984;E;3;23;-29
5227.29340;N;01657.34984;E;-23;-14;-19
5227.29340;N;01657.34984;E;-23;-14;-19
5227.29340;N;01657.34984;E;21;8;32
5227.29340;N;01657.34984;E;-25;-35;-22
5227.29340;N;01657.34984;E;-25;-35;-22
5227.29340;N;01657.34984;E;28;-12;16
5227.29340;N;01657.34984;E;-4;-102;-4
5227.29340;N;01657.34984;E;-4;-102;-4
5227.29340;N;01657.34984;E;23;18;8
5227.29340;N;01657.34984;E;6;73;-4
5227.29340;N;01657.34984;E;6;73;-4
5227.29340;N;01657.34984;E;6;-7;-2
5227.29340;N;01657.34984;E;7;-28;-4
5227.29340;N;01657.34984;E;7;-28;-4
5227.29340;N;01657.34984;E;7;62;-11
5227.29340;N;01657.34984;E;10;93;1
5227.29340;N;01657.34984;E;10;93;1
5227.29340;N;01657.34984;E;-9;10;5
5227.29340;N;01657.34984;E;-10;-13;-3
5227.29340;N;01657.34984;E;-10;-13;-3
5227.29340;N;01657.34984;E;-15;-47;4
5227.29340;N;01657.34984;E;3;-63;-10
5227.29340;N;01657.34984;E;3;-63;-10
5227.29340;N;01657.34984;E;-30;-36;-3
5227.29340;N;01657.34984;E;-2;-15;22
5227.29340;N;01657.34984;E;-2;-15;22
5227.29340;N;01657.34984;E;-23;8;-20
5227.29340;N;01657.34984;E;-5;21;-4
5227.29340;N;01657.34984;E;-5;21;-4
5227.29340;N;01657.34984;E;-14;27;23
5227.29340;N;01657.34984;E;11;-14;-5
5227.29340;N;01657.34984;E;11;-14;-5
5227.29340;N;01657.34984;E;14;-74;-32
5227.29340;N;01657.34984;E;12;10;48
5227.29340;N;01657.34984;E;12;10;48
5227.29340;N;01657.34984;E;-8;-6;-65
5227.29340;N;01657.34984;E;18;22;36
5227.29340;N;01657.34984;E;18;22;36
5227.29340;N;01657.34984;E;14;19;7
